timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight, laserFront, laserBack, laserUp, laserLeft, laserRight
16578, 0.04934075474739075, -0.08096275478601456, 0.5296892523765564, 0.23079082369804382, -0.005638820584863424, 0.0708918496966362, 0, 0, 0, 54564.0, 50665.0, 50974.0, 50255.0, 524.0, 519.0, 76.0, 32766.0, 1404.0, 32766.0
16588, 0.05349435657262802, -0.07627955824136734, 0.5303974747657776, 0.23415803909301758, 0.001743230503052473, 0.07156215608119965, 0, 0, 0, 53154.0, 50415.0, 52335.0, 51048.0, 524.0, 519.0, 76.0, 32766.0, 1412.0, 32766.0
16598, 0.055818285793066025, -0.07627984881401062, 0.5294066667556763, 0.2347036600112915, 0.0020894843619316816, 0.06452178210020065, 0, 0, 0, 55221.0, 50000.0, 51095.0, 50178.0, 524.0, 519.0, 76.0, 32766.0, 1412.0, 1223.0
16608, 0.055514901876449585, -0.0779542624950409, 0.5300928950309753, 0.23128284513950348, -1.2979228813492227e-05, 0.07179272919893265, 0, 0, 0, 53844.0, 50142.0, 52078.0, 51350.0, 527.0, 519.0, 76.0, 32766.0, 1412.0, 1223.0
16618, 0.06184039264917374, -0.07755960524082184, 0.5308322906494141, 0.23745045065879822, 0.0009222660446539521, 0.07760795205831528, 0, 0, 0, 54187.0, 48661.0, 50844.0, 52903.0, 527.0, 519.0, 76.0, 32766.0, 1412.0, 1223.0
16628, 0.06406845152378082, -0.07753832638263702, 0.5316083431243896, 0.23738211393356323, 0.0012743943370878696, 0.07754680514335632, 0, 0, 0, 52032.0, 53915.0, 53753.0, 46378.0, 527.0, 519.0, 76.0, 32766.0, 1412.0, 1223.0
16638, 0.06786852329969406, -0.07587351649999619, 0.5324060916900635, 0.23954561352729797, 0.0040681734681129456, 0.08267562091350555, 0, 0, 0, 53381.0, 49990.0, 52062.0, 51097.0, 527.0, 519.0, 76.0, 32766.0, 1412.0, 1223.0
16648, 0.06553355604410172, -0.07435369491577148, 0.5319045782089233, 0.23246334493160248, 0.0065763904713094234, 0.07698270678520203, 0, 0, 0, 54750.0, 49288.0, 49639.0, 51739.0, 530.0, 519.0, 76.0, 32766.0, 1412.0, 1223.0
16658, 0.06208551675081253, -0.07416161894798279, 0.5326771140098572, 0.22362352907657623, 0.007122884504497051, 0.07568658888339996, 0, 0, 0, 53024.0, 50061.0, 52452.0, 50300.0, 530.0, 519.0, 76.0, 32766.0, 1412.0, 1223.0
16668, 0.06318698078393936, -0.07889249920845032, 0.533453106880188, 0.22134169936180115, 0.0004593840567395091, 0.0790768414735794, 0, 0, 0, 53457.0, 50881.0, 51573.0, 49907.0, 530.0, 497.0, 76.0, 32766.0, 1412.0, 1223.0
