timeTick, roll, pitch, yaw, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, ext_pos_X,ext_pos_Y,ext_pos_Z, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
578279, 2.547696352005005, -3.10945463180542, -12.054469108581543, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031125053763389587, -0.41205066442489624, 0.016104785725474358, 0.04309268668293953, -0.055986709892749786, 0.01574280858039856
578289, 2.5363404750823975, -3.1176605224609375, -12.045440673828125, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031095139682292938, -0.4124827980995178, 0.01581433415412903, 0.04458974674344063, -0.05864251032471657, 0.013284405693411827
578299, 2.5500731468200684, -3.109806776046753, -12.044219970703125, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031032850965857506, -0.41296565532684326, 0.01588151603937149, 0.046096011996269226, -0.062279485166072845, 0.013295977376401424
578309, 2.5286402702331543, -3.091914653778076, -12.050859451293945, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03141171112656593, -0.41296735405921936, 0.016054676845669746, 0.04334600269794464, -0.06256052851676941, 0.014016786590218544
578319, 2.5155210494995117, -3.1355249881744385, -12.046026229858398, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03138211369514465, -0.41293346881866455, 0.01621399261057377, 0.04422564432024956, -0.06168084219098091, 0.014588684774935246
578329, 2.5511696338653564, -3.117231845855713, -12.061005592346191, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03136729076504707, -0.41308924555778503, 0.015226200222969055, 0.045580942183732986, -0.06265407055616379, 0.007891430519521236
578339, 2.6557281017303467, -3.1047074794769287, -12.068466186523438, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03190912678837776, -0.4135236144065857, 0.015303999185562134, 0.04213681071996689, -0.0669574961066246, 0.008347969502210617
578349, 2.639092445373535, -3.108696222305298, -12.05183219909668, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03211607411503792, -0.41337332129478455, 0.015470010228455067, 0.040814030915498734, -0.0662100613117218, 0.00930620264261961
578359, 2.560154914855957, -3.1178674697875977, -12.06543254852295, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03170912712812424, -0.413399338722229, 0.015609933994710445, 0.04378534108400345, -0.06385849416255951, 0.010083150118589401
578369, 2.558908224105835, -3.130582332611084, -12.050995826721191, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031828105449676514, -0.4136448800563812, 0.01564113236963749, 0.0445571169257164, -0.06654822826385498, 0.010002441704273224
578379, 2.644728660583496, -3.10866379737854, -12.045989036560059, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03172928839921951, -0.41391825675964355, 0.015519998967647552, 0.045272063463926315, -0.0684814527630806, 0.00906328484416008
578389, 2.6082029342651367, -3.134613275527954, -12.0413236618042, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.032238610088825226, -0.41385576128959656, 0.015701258555054665, 0.041891973465681076, -0.06802645325660706, 0.009704791940748692
578399, 2.509720802307129, -3.1500496864318848, -12.045053482055664, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03188849613070488, -0.4138104319572449, 0.015768105164170265, 0.045076631009578705, -0.06580553948879242, 0.009674719534814358
578409, 2.566812515258789, -3.1461801528930664, -12.0462646484375, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.032106950879096985, -0.41384708881378174, 0.0159143079072237, 0.043910812586545944, -0.06645429879426956, 0.010233037173748016
578419, 2.5280325412750244, -3.1392974853515625, -12.049234390258789, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03192608058452606, -0.41439077258110046, 0.015957854688167572, 0.045920390635728836, -0.06827326864004135, 0.010156773962080479
578429, 2.473038911819458, -3.156008005142212, -12.03781795501709, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031530797481536865, -0.41445380449295044, 0.014953425154089928, 0.04960894584655762, -0.06817138940095901, 0.003897991729900241
578439, 2.5611305236816406, -3.109915018081665, -12.043002128601074, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03222144395112991, -0.4145180583000183, 0.015088275074958801, 0.04440490901470184, -0.07016506791114807, 0.0048200893215835094
578449, 2.6042237281799316, -3.1042890548706055, -12.03743839263916, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03218240663409233, -0.4149516522884369, 0.015100074000656605, 0.04551424831151962, -0.0734143927693367, 0.005349226761609316
578459, 2.5934736728668213, -3.107051372528076, -12.039634704589844, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.032142702490091324, -0.4153338670730591, 0.015099236741662025, 0.0466107614338398, -0.07558359205722809, 0.005512632895261049
578469, 2.510824680328369, -3.1378228664398193, -12.038607597351074, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0324588380753994, -0.41543564200401306, 0.014864500612020493, 0.04401997849345207, -0.07563355565071106, 0.0041518062353134155
578479, 2.5304224491119385, -3.121680974960327, -12.02796745300293, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03168642520904541, -0.4160993695259094, 0.0147669967263937, 0.05110020935535431, -0.07831288874149323, 0.003953000530600548
578489, 2.550909996032715, -3.0999019145965576, -12.029725074768066, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03231596574187279, -0.41541749238967896, 0.015077969990670681, 0.04539138078689575, -0.07403604686260223, 0.005799459293484688
578499, 2.552206039428711, -3.1087160110473633, -12.02967357635498, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03272534906864166, -0.4153101146221161, 0.015233355574309826, 0.04275337606668472, -0.07346712052822113, 0.006639712490141392
578509, 2.580615997314453, -3.0921647548675537, -12.039176940917969, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03265780210494995, -0.41545426845550537, 0.015316045843064785, 0.04388565942645073, -0.0743761733174324, 0.00708723533898592
578519, 2.5285072326660156, -3.1147301197052, -12.031587600708008, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03307189792394638, -0.4157653748989105, 0.015933195129036903, 0.04166140779852867, -0.0764627531170845, 0.010494071058928967
578529, 2.611131429672241, -3.1070587635040283, -12.02383041381836, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.032436009496450424, -0.4156299829483032, 0.01609625853598118, 0.045726314187049866, -0.07397738099098206, 0.011277046985924244
578539, 2.613325595855713, -3.1016013622283936, -12.018211364746094, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03261356055736542, -0.41559937596321106, 0.016209324821829796, 0.044497810304164886, -0.07391759753227234, 0.011546282097697258
578550, 2.5426814556121826, -3.1104743480682373, -12.023550033569336, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03251707926392555, -0.41594788432121277, 0.016229601576924324, 0.04597996175289154, -0.07548080384731293, 0.011281058192253113
578559, 2.5704519748687744, -3.1134161949157715, -12.019569396972656, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.032487187534570694, -0.4162987470626831, 0.015846669673919678, 0.0472765788435936, -0.07804727554321289, 0.008971422910690308
